Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d002.s053.t011	mode	mode	N	模式	NN	bn:00055444n	1	1	A particular functioning condition or arrangement	z002.s053.t005										
d002.s053.t012	.		X	，➕。	PU					z002.s053.t007➕z002.s053.t014										
d002.s054.t001	You		X	您	PN					z002.s054.t001										
d002.s054.t002	can		X	可以	VV					z002.s054.t002										
d002.s054.t003	set	set	V	设置	VV	bn:00090224v	1	1	Put into a certain place or abstract location	z002.s054.t007										
d002.s054.t004	each		X	每	DT					z002.s054.t004										
d002.s054.t005	graph	graph	N	图形	NN	bn:00041412n	1	1	A visual representation of the relations between certain quantities plotted with reference to a set of axes	z002.s054.t006										
d002.s054.t006	its		X	其	PN					z002.s054.t008										
d002.s054.t007	own	own	J	自己	PN					z002.s054.t009										
d002.s054.t008	color	color	N	颜色	NN	bn:00020726n	1	1	A visual attribute of things that results from the light they emit or transmit or reflect	z002.s054.t011										
d002.s054.t009	.		X	。	PU					z002.s054.t012										
d003.s002.t001	The		X	该	DT					z003.s002.t001										
d003.s002.t002	Foundation	foundation	N	基金会	NN	bn:00036064n	1	1	An institution supported by an endowment	z003.s002.t002										
d003.s002.t003	has	have	V	n/a																
d003.s002.t004	recently	recently	R	最近	AD	bn:00116085r	1	1	In the recent past	z003.s002.t003										
d003.s002.t005	been	be	V	n/a																
d003.s002.t006	involved	involve	V	参与	VV	bn:00089893v	1	1	Engage as a participant	z003.s002.t004										
d003.s002.t007	in		X	的	DEC					z003.s002.t014										
d003.s002.t008	organising	organise	V	组织	VV	bn:00091196v	1	1	Cause to be structured or ordered or operating according to some principle or idea	z003.s002.t005										
d003.s002.t009	a		X	一	CD					z003.s002.t007										
d003.s002.t010	conference	conference	N	会议	NN	bn:00021721n	1	1	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)	z003.s002.t015										
d003.s002.t011	which		X	该	DT					z003.s002.t001										
d003.s002.t012	dealt	deal	V	n/a		bn:00084527v	0	0	Be in charge of, act on, or dispose of		No ZH info									
d003.s002.t013	with		X	应对	VV					z003.s002.t009										
d003.s002.t014	this		X	这	DT					z003.s002.t010										
d003.s002.t015	critical	critical	J	严峻	JJ	bn:00100676a	1	1	Forming or having the nature of a turning point or crisis	z003.s002.t012										
d003.s002.t016	challenge	challenge	N	挑战	NN	bn:00017557n	1	1	A demanding or stimulating situation	z003.s002.t013										
d003.s002.t017	.		X	。	PU					z003.s002.t016										
d003.s003.t001	Over		X	n/a																
d003.s003.t002	100		X	100	CD					z003.s003.t007										
d003.s003.t003	participants	participant	N	参与者	NN	bn:00060798n	1	1	Someone who takes part in an activity	z003.s003.t010										
d003.s003.t004	from		X	来自	VV					z003.s003.t001										
d003.s003.t005	the		X	n/a																
d003.s003.t006	main	main	J	主要	JJ	bn:00099598a	1	1	Most important element	z003.s003.t003										
d003.s003.t007	interest	interest	N	利益	NN	bn:00047078n	1	1	A reason for wanting something done	z003.s003.t004										
d003.s003.t008	groups	group	N	群体	NN	bn:00072536n	1	1	People sharing some social relation	z003.s003.t005										
d003.s003.t009	attended	attend	V	出席	VV	bn:00082907v	1	1	Be present at (meetings, church services, university), etc.	z003.s003.t011										
d003.s003.t010	and		X	n/a																
d003.s003.t011	debated	debate	V	辩论	VV	bn:00086341v	1	1	Argue with one another	z003.s003.t039										
d003.s003.t012	issues	issue	N	问题	NN	bn:00047688n	1	1	An important question that is in dispute and must be settled	z003.s003.t036										
d003.s003.t013	such	such	R	n/a																
d003.s003.t014	as	as	R	n/a																
d003.s003.t015	the		X	n/a																
d003.s003.t016	role	role	N	作用	NN	bn:00036823n	1	1	The actions and activities assigned to or required or expected of a person or group	z003.s003.t034										
d003.s003.t017	of		X	n/a																
d003.s003.t018	key	key	J	主要	JJ	bn:00099258a	1	1	Serving as an essential component	z003.s003.t031										
d003.s003.t019	actors	actor	N	参与者	NN	bn:00001177n	1	1	A person who acts and gets things done	z003.s003.t032										
d003.s003.t020	including	include	V	n/a		bn:00089660v	0	0	Have as a part, be made up out of		no Chinese info									
d003.s003.t021	public	public	J	公共	JJ	bn:00109211a	1	1	Not private; open to or concerning the people as a whole	z003.s003.t017										
d003.s003.t022	authorities	authority	N	当局	NN	bn:00001961n	1	1	An administrative unit of government	z003.s003.t018										
d003.s003.t023	,		X	，➕、	PU					z003.s003.t014➕z003.s003.t019										
d003.s003.t024	social	social	J	社会	VA	bn:00110842a	1	1	Relating to human society and its members	z003.s003.t020	ZH POS?									
d003.s003.t025	partners	partner	N	伙伴	NN					z003.s003.t021										
d003.s003.t026	,		X	、➕、	PU					z003.s003.t019➕z003.s003.t022										
d003.s003.t027	voluntary	voluntary	J	志愿者	VA	bn:00113672a	1	1	Of your own free will or design; done by choice; not forced or compelled	z003.s003.t023										
d003.s003.t028	and		X	和	CC					z003.s003.t024										
d003.s003.t029	community	community	N	社区	NN	bn:00021248n	1	1	A group of people living in a particular local area	z003.s003.t025										
d003.s003.t030	organisations	organisation	N	组织	NN	bn:00001423n	1	1	The persons (or committees or departments etc.) who make up a body for the purpose of administering something	z003.s003.t026										
d003.s003.t031	as	as	R	以及	CC					z003.s003.t027										
d003.s003.t032	well	well	R	n/a																
d003.s003.t033	as		X	n/a																
d003.s003.t034	service	service	N	服务	NN	bn:00070651n	1	1	Work done by one person or group that benefits another	z003.s003.t028										
d003.s003.t035	users	user	N	用户	NN	bn:00079373n	1	1	A person who makes use of a thing; someone who uses or employs something	z003.s003.t029										
d003.s003.t036	.		X	。	PU					z003.s003.t040										
d003.s004.t001	There		X	报告	NN					z003.s004.t001										
d003.s004.t002	were	be	V	n/a																
d003.s004.t003	relatively	relatively	R	相对	AD	bn:00114784r	1	1	In a relative manner; by comparison to something else	z003.s004.t012										
d003.s004.t004	few	few	J	少	VA	bn:00102920a	1	1	A quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number	z003.s004.t014										
d003.s004.t005	cases	case	N	案例	NN	bn:00016401n	1	1	An occurrence of something	z003.s004.t011										
d003.s004.t006	reported	report	V	报告	VV	bn:00092825v	1	1	Make known to the authorities	z003.s004.t001										
d003.s004.t007	of		X	n/a																
d003.s004.t008	attempts	attempt	N	尝试	NN	bn:00007011n	1	1	Earnest and conscientious activity intended to do or accomplish something	z003.s004.t004										
d003.s004.t009	to		X	n/a																
d003.s004.t010	involve	involve	V	参与	VV	bn:00089893v	1	1	Engage as a participant	z003.s004.t007										
d003.s004.t011	users	user	N	用户	NN	bn:00079373n	1	1	A person who makes use of a thing; someone who uses or employs something	z003.s004.t006										
d003.s004.t012	in		X	参与	VV					z003.s004.t007										
d003.s004.t013	service	service	N	服务	NN	bn:00070651n	1	1	Work done by one person or group that benefits another	z003.s004.t008										
d003.s004.t014	planning	planning	N	规划	NN	bn:00062794n	1	1	An act of formulating a program for a definite course of action	z003.s004.t009										
d003.s004.t015	but		X	但	AD					z003.s004.t016										
d003.s004.t016	their		X	用户	NN					z003.s004.t017										
d003.s004.t017	involvement	involvement	N	参与➕情况	VV➕NN	bn:00030844n	0	1	The act of sharing in the activities of a group	z003.s004.t018➕z003.s004.t022	second ZH pos tag correct									
d003.s004.t018	in		X	n/a																
d003.s004.t019	service	service	N	服务	NN	bn:00070651n	1	1	Work done by one person or group that benefits another	z003.s004.t019										
d003.s004.t020	provision	provision	N	提供	NN	bn:00064922n	1	1	The activity of supplying or providing something	z003.s004.t020										
d003.s004.t021	was	be	V	n/a																
d003.s004.t022	found	find	V	显示	VV	bn:00082811v	1	1	Establish after a calculation, investigation, experiment, survey, or study	z003.s004.t002										
d003.s004.t023	to		X	n/a																
d003.s004.t024	be	be	V	较	AD					z003.s004.t013										
d003.s004.t025	more	more	R	更为	AD	bn:00116284r	1	1	Used to form the comparative of some adjectives and adverbs	z003.s004.t024										
d003.s004.t026	common	common	J	常见	VA	bn:00100093a	1	1	Commonly encountered	z003.s004.t025										
d003.s004.t027	.		X	，➕。	PU					z003.s004.t015➕z003.s004.t026										
d003.s005.t001	Note	note	N	注意	VV	bn:00058145n	0	0	A brief written record	z003.s005.t002	Chinse POS and translation are wrong.								bn:00007020n;bn:02110489n;bn:21130965n;bn:00007026n;bn:00016012n;bn:00001588n;bn:00002157n;bn:00056690n;bn:00007023n;bn:00067068n	"The process whereby a person concentrates on some features of the environment to the (relative) exclusion of others;Nóta is a form of 19th-century Hungarian popular song.;""Attention"" is a song recorded and produced by American singer-songwriter Charlie Puth for his second studio album Voicenotes.;Paying particular notice (as to children or helpless people);Judiciousness in avoiding harm or danger;The process of being heedful;The work of providing treatment for or attending to someone or something;A Latin phrase (or its abbreviation) used to indicate that special attention should be paid to something;The faculty or power of mental concentration;Explicit notice"
d003.s005.t002	was	be	V	还	AD					z003.s005.t001										
d003.s005.t003	also	also	R	还	AD	bn:00114246r	1	1	In addition	z003.s005.t001										
d003.s005.t004	taken	take	V	n/a																
d003.s005.t005	of		X	到	VV					z003.s005.t003										
d003.s005.t006	the		X	公共	JJ					z003.s005.t004										
d003.s005.t007	variety	variety	N	不同	NN	bn:00027862n	1	1	Noticeable heterogeneity	z003.s005.t009										
d003.s005.t008	of		X	n/a																
d003.s005.t009	different	different	J	各种	VA	bn:00101350a	1	1	Marked by dissimilarity	z003.s005.t008										
d003.s005.t010	roles	role	N	的➕作用	DEC➕NN	bn:00036823n	0	1	The actions and activities assigned to or required or expected of a person or group	z003.s005.t010➕z003.s005.t011	chinese second POS correct									
d003.s005.t011	played	play	V	发挥	VV	bn:00091709v	1	1	Act or have an effect in a specified way or with a specific effect or outcome	z003.s005.t006										
d003.s005.t012	by		X	n/a																
d003.s005.t013	public	public	J	公共	JJ	bn:00109211a	1	1	Not private; open to or concerning the people as a whole	z003.s005.t004										
d003.s005.t014	welfare	welfare	N	福利	NN	bn:00009905n	1	1	Something that aids or promotes well-being	z003.s005.t005										
d003.s006.t001	The		X	该	DT					z003.s006.t001										
d003.s006.t002	Foundation	foundation	N	基金会	NN	bn:00036064n	1	1	An institution supported by an endowment	z003.s006.t002										
d003.s006.t003	organised	organise	N	举办➕了	VV➕AS					z003.s006.t015➕z003.s006.t016										
d003.s006.t004	,		X	与	CC					z003.s006.t003										
d003.s006.t005	together	together	R	联合	AD	bn:00115794r	1	0	With a common plan	z003.s006.t014										
d003.s006.t006	with		X	与	CC					z003.s006.t003										
d003.s006.t007	the		X	n/a																
d003.s006.t008	European	european	J	欧盟	VA	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	z003.s006.t004										
d003.s006.t009	Commission	commission	N	委员会	NN	bn:00021015n	1	1	A special group delegated to consider some matter - Milton Berle	z003.s006.t005										
d003.s006.t010	,		X	、	PU					z003.s006.t006										
d003.s006.t011	the		X	西班牙	NR					z003.s006.t007										
d003.s006.t012	Spanish	spanish	J	西班牙	VA	bn:00110978a	1	1	Of or relating to or characteristic of Spain or the people of Spain	z003.s006.t007	POS mismatch									
d003.s006.t013	Ministry	ministry	N	事务部	NN	bn:00055180n	1	1	A government department under the direction of a minister	z003.s006.t009										
d003.s006.t014	of		X	n/a																
d003.s006.t015	Social	social	J	社会	VA	bn:00110842a	1	1	Relating to human society and its members	z003.s006.t008										
d003.s006.t016	Affairs	affairs	N	事务部	NN	bn:00001739n	1	1	Transactions of professional or public interest	z003.s006.t009										
d003.s006.t017	and		X	和	CC					z003.s006.t010										
d003.s006.t018	the		X	n/a																
d003.s006.t019	Galician	galician	J	加利西亚	NR					z003.s006.t011										
d003.s006.t020	regional	regional	J	大区	VA	bn:00109624a	1	1	Related or limited to a particular region	z003.s006.t012	POS mismatch									
d003.s006.t021	government	government	N	政府	NN	bn:00007299n	1	1	The organization that is the governing authority of a political unit	z003.s006.t013										
d003.s006.t022	,		X	n/a																
d003.s006.t023	a		X	一	CD					z003.s006.t017										
d003.s006.t024	European	european	J	欧洲	VA	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	z003.s006.t035										
d003.s006.t025	conference	conference	N	会议	NN	bn:00021721n	1	1	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)	z003.s006.t036										
d003.s006.t026	on		X	n/a																
d003.s006.t027	social	social	J	社会	VA	bn:00110842a	1	1	Relating to human society and its members	z003.s006.t021										
d003.s006.t028	exclusion	exclusion	N	n/a		bn:00032152n	0	0	The state of being excluded		no chinese info									
d003.s006.t029	:		X	：	PU					z003.s006.t023										
d003.s006.t030	a		X	的	DEC					z003.s006.t028										
