Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Senses	Gold Gloss	Silver Gloss	Filtered Sense
d004.s020.t004	vómito	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s020.t005	debe	deber	V						
d004.s020.t006	realizarse	realizar	V	bn:00082225v					
d004.s020.t007	siempre	siempre	R	bn:00114250r	bn:00114234r				
d004.s020.t008	en		X						
d004.s020.t009	asociación	asociación	N	bn:00006544n	bn:00114766r				
d004.s020.t010	con		X						
d004.s020.t011	otras		X		bn:00108011a				
d004.s020.t012	medidas	medida	N	bn:00054018n	bn:00054018n	bn:00054018n			bn:00054018n
d004.s020.t013	de		X						
d004.s020.t014	apoyo	apoyo	N	bn:00075330n	bn:00111492a				
d004.s020.t015	u		X						
d004.s020.t016	otros		X		bn:00108011a				
d004.s020.t017	tratamientos	tratamiento	N	bn:00047235n	bn:00076843n	bn:00076843n	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	(medicine) the act of caring for someone (as by medication or remedial training etc.)	bn:00076843n
d004.s020.t018	veterinarios	veterinario	N	bn:00079883n	bn:00113583a	bn:00113583a	A doctor who practices veterinary medicine	Of or relating to veterinarians or veterinary medicine	bn:00113583a
d004.s020.t019	para		X						
d004.s020.t020	combatir	combatir	V	bn:00083173v	bn:00082336v				
d004.s020.t021	también	también	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d004.s020.t022	la		X						
d004.s020.t023	causa	causa	N	bn:00016850n	bn:00016850n	bn:00016850n			bn:00016850n
d004.s020.t024	subyacente	subyacente	J	bn:00103424a	bn:00095360v				
d004.s020.t025	del		X						
d004.s020.t026	vómito	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s020.t027	.		X						
d004.s021.t001	¿Cuáles	¿cuáles	J						
d004.s021.t002	son	ser	V						
d004.s021.t003	los		X						
d004.s021.t004	efectos	efecto	N	bn:00071445n	bn:00030747n				
d004.s021.t005	secundarios	secundario	J	bn:00110247a	bn:00082868v				
d004.s021.t006	de		X						
d004.s021.t007	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s021.t008	?		X						
d004.s022.t001	En general	en~general	R	bn:00115495r	bn:00114634r				
d004.s022.t002	,		X						
d004.s022.t003	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s022.t004	fue	ser	V						
d004.s022.t005	bien	bien	R	bn:00115530r	bn:00115530r	bn:00115530r			bn:00115530r
d004.s022.t006	tolerado	tolerar	V	bn:00082138v	bn:00095008v	bn:00095008v	Put up with something or somebody unpleasant	Have a tolerance for a poison or strong drug or pathogen or environmental condition	bn:00095008v
d004.s022.t007	cuando		X						
d004.s022.t008	se		X						
d004.s022.t009	administró	administrar	V	bn:00082365v	bn:00082365v	bn:00082365v			bn:00082365v
d004.s022.t010	diariamente	diariamente	R	bn:00114917r	bn:00114917r	bn:00114917r			bn:00114917r
d004.s022.t011	a		X						
d004.s022.t012	dosis	dosis	N	bn:00028320n	bn:00028320n	bn:00028320n			bn:00028320n
d004.s022.t013	de		X						
d004.s022.t014	hasta		X						
d004.s022.t015	5		X						
d004.s022.t016	veces	vez	N	bn:00019848n	bn:00019848n	bn:00019848n			bn:00019848n
d004.s022.t017	la		X						
d004.s022.t018	dosis	dosis	N	bn:00028320n					
d004.s022.t019	recomendada	recomendar	V	bn:00082418v	bn:00082418v	bn:00082418v			bn:00082418v
d004.s022.t020	durante		X						
d004.s022.t021	un		X						
d004.s022.t022	período	período	N	bn:00061605n	bn:00061605n	bn:00061605n			bn:00061605n
d004.s022.t023	de		X						
d004.s022.t024	tiempo	tiempo	N	bn:00077267n	bn:00077267n	bn:00077267n			bn:00077267n
d004.s022.t025	prolongado	prolongar	V	bn:00087274v	bn:00101795a				
d004.s022.t026	(		X						
d004.s022.t027	hasta		X						
d004.s022.t028	3		X						
d004.s022.t029	veces	vez	N	bn:00019848n	bn:00019848n	bn:00019848n			bn:00019848n
d004.s022.t030	la		X						
d004.s022.t031	duración	duración	N	bn:00022191n	bn:00022191n	bn:00022191n			bn:00022191n
d004.s022.t032	máxima	grande	J	bn:00106517a	bn:00106517a				
d004.s022.t033	recomendada	recomendar	V	bn:00082418v					
d004.s022.t034	del		X						
d004.s022.t035	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s022.t036	)		X						
d004.s022.t037	.		X						
d004.s023.t001	¿Qué	¿qué	V						
d004.s023.t002	precauciones	precaución	N	bn:00042049n	bn:00042049n	bn:00042049n			bn:00042049n
d004.s023.t003	debe	deber	V						
d004.s023.t004	adoptar	adoptar	V	bn:00082379v					
d004.s023.t005	la		X						
d004.s023.t006	persona	persona	N	bn:00023661n	bn:00046516n	bn:00046516n	A human being; `wight' is an archaic term	A human being	bn:00046516n
d004.s023.t007	que		X						
d004.s023.t008	administre	administrar	V	bn:00082365v	bn:00088826v	bn:00088826v	Give or apply (medications)	Give (as medicine)	bn:00088826v
d004.s023.t009	el		X						
d004.s023.t010	medicamento	medicamento	N	bn:00031708n	bn:00054128n	bn:00054128n	A drug that is available only with written instructions from a doctor or dentist to a pharmacist	(medicine) something that treats or prevents or alleviates the symptoms of disease	bn:00054128n
d004.s023.t011	o		X						
d004.s023.t012	esté	estar	V	bn:00083183v	bn:00085319v	bn:00085319v	"Occupy a certain position or area; be somewhere ""The toolshed is in the back"""	Move toward, travel toward something or somebody or approach something or somebody	bn:00085319v
d004.s023.t013	en		X						
d004.s023.t014	contacto	contacto	N	bn:00022113n	bn:00022113n	bn:00022113n			bn:00022113n
d004.s023.t015	con		X						
d004.s023.t016	el		X						
d004.s023.t017	animal	animal	N	bn:00004222n	bn:00004222n	bn:00004222n			bn:00004222n
d004.s023.t018	?		X						
d004.s024.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s024.t002	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d004.s024.t003	presenta	presentar	V	bn:00087013v	bn:00083187v	bn:00083187v	To show, make visible or apparent	Form or compose	bn:00083187v
d004.s024.t004	ningún		X						
d004.s024.t005	riesgo	riesgo	N	bn:00030747n	bn:00030747n	bn:00030747n			bn:00030747n
d004.s024.t006	especial	especial	J	bn:00102398a	bn:00102398a	bn:00102398a			bn:00102398a
d004.s024.t007	para		X						
d004.s024.t008	el		X						
d004.s024.t009	ser	ser	N	bn:00046516n					
d004.s024.t010	humano	humano	J	bn:00104385a	bn:00044382n	bn:00044382n	Relating to a person	The common people generally	bn:00044382n
d004.s024.t011	.		X						
