Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f002.s048.t022,بعدی,بعد,NOUN,2D,d002.s048.t020,bn:00027152n,1,,,,,bn:03768560n;bn:03666274n;bn:01781054n;bn:00315658n;bn:03163407n;bn:03267609n;bn:00025059n;bn:14961068n;bn:03082171n;bn:00315683n;bn:03692554n;bn:03526869n;bn:03196911n;bn:01858686n;bn:15327792n;bn:03015049n;bn:03731513n;bn:00140663n;bn:03582874n;bn:00026679n;bn:11951025n;bn:03104705n;bn:00024936n;bn:00538222n,"De is a key concept in Chinese philosophy, usually translated ""inherent character; inner power; integrity"" in Taoism, ""moral character; virtue; morality"" in Confucianism and other contexts, and ""quality; virtue"" or ""merit; virtuous deeds"" in Chinese Buddhism.	;Ƌ is a letter of the Latin alphabet.	;The D programming language is an object-oriented, imperative, multi-paradigm system programming language created by Walter Bright of Digital Mars and released in 2001.	;Dje is a letter of the Cyrillic script.	;D is a Japanese visual kei metal/rock band formed in 2003 by Asagi, Ruiza and Sin, after their previous band Syndrome disbanded.	;ᶑ is a letter of the Latin alphabet, used in phonetic transcription to represent a voiced retroflex implosive, though it is not explicitly part of the International Phonetic Alphabet.	;The 4th letter of the Hebrew alphabet	;Arabic letter	;Đ, known as crossed D or dyet, is a letter formed from the base character D/d overlaid with a crossbar.	;Dzhe or Gea is a letter of the Cyrillic script used in Macedonian and varieties of Serbo-Croatian to represent the Voiced retroflex affricate /ɖʐ/, something like the pronunciation of ⟨j⟩ in “jump”.	;Delta is the fourth letter of the Greek alphabet.	;Macron below, U+0331 ◌̱ COMBINING MACRON BELOW, is a combining diacritical mark used in various orthographies.	;Ḍ is a letter of the Latin alphabet, formed from D with the addition of a dot diacritic.	;The grapheme Ď is a letter in the Czech and Slovak alphabets.	;Retroflex D is a Latin letter representing the voiced retroflex plosive.	;Ḍād, or ṣ́ād, is one of the six letters the Arabic alphabet added to the twenty-two inherited from the Phoenician alphabet.	;De is a letter of the Cyrillic script.	;Eth is a letter used in Old English, Middle English, Icelandic, Faroese, and Elfdalian.	;.de is the country code top-level domain for the Federal Republic of Germany.	;An isotope of hydrogen which has one neutron (as opposed to zero neutrons in hydrogen)	;n/a	;Ɗ is a letter of the Latin alphabet.	;The 4th letter of the Roman alphabet	;Ḑ or D-cedilla is a letter of the Latin alphabet, consists of the letter ""D"" with the cedilla under it.",,,,
f002.s048.t023,Graph,Graph,NOUN,Graph,d002.s048.t021,bn:00041412n,,1,,A visual representation of the relations between certain quantities plotted with reference to a set of axes,,,,,,,
f002.s048.t024,رفته,رفت#رو,VERB,go,d002.s048.t017,bn:00088912v,,2,0,"Change location; move, travel, or proceed, also metaphorically",lemma updated,,,wn:01835496v; wn:02372605v; wn:01848718v; wn:00149583v; wn:02653862v; wn:02721284v; wn:02685951v; wn:00341560v; wn:00359916v; wn:02618001v; wn:02176268v; wn:01525666v; wn:01192773v; wn:00539110v; wn:02618149v; wn:02617798v; wn:00358431v; wn:02737876v; wn:02729819v; wn:01864230v; wn:01076615v; wn:02700772v; wn:02700666v; wn:02700455v; wn:02686471v; wn:02659763v; wn:01318849v; wn:01192992v; wn:00676267v; wn:00434374v,"change location; move, travel, or proceed, also metaphorically; follow a procedure or take a course; move away from a place into another direction; enter or assume a certain state or condition; be awarded; be allotted; have a particular form; stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point; follow a certain course; be abolished or discarded; be or continue to be in a certain condition; make a certain noise or sound; perform as expected when applied; to be spent or finished; progress by being changed; continue to live through hardship or adversity; pass, fare, or elapse; of a certain state of affairs or action; pass from physical life and lose all bodily attributes and functions necessary to sustain life; be in the right place or situation; be ranked or compare; begin or set in motion; have a turn; make one's move in a game; be contained in; be sounded, played, or expressed; blend or harmonize; lead, extend, or afford access; be the right size or shape; fit correctly or as desired; go through in search of something; search through someone's belongings in an unauthorized way; be spent; give support (to) or make a choice (of) one out of a group or number; stop operating or functioning",,
f002.s048.t025,و,و,CCONJ,and,d002.s048.t023,,,,,,,,,,,,
f002.s048.t026,روی,روی,"ADP,EZ",in,d002.s048.t025,,,,,,,,,,,,
f002.s048.t027,زبانه,زبانه,"NOUN,EZ",tab,d002.s048.t022,bn:00120018n,1,,,,,bn:00076531n;bn:00079423n;bn:02335174n;bn:00120018n;bn:14436376n,"A projection at the end of a piece of wood that is shaped to fit into a mortise and form a mortise joint	;A small pendant fleshy lobe at the back of the soft palate	;A spit or sandspit is a deposition bar or beach landform off coasts or lake shores.	;In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.	;Monoglottism or, more commonly, monolingualism or unilingualism, is the condition of being able to speak only a single language, as opposed to multilingualism.",,,,
f002.s048.t028,Add,Add,NOUN,Add,d002.s048.t027,bn:00082317v,,1,,"Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",,,,,,,
f002.s048.t030,کلیک کنید,کلیک کرد#کلیک کن,VERB,,,bn:00085114v,1,,,,,bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f002.s048.t031,تا,تا,SCONJ,to,d002.s048.t029,,,,,,,,,,,,
f002.s048.t032,تابع,تابع,"NOUN,EZ",function,d002.s048.t033,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s048.t033,جدید,جدید,ADJ,new,d002.s048.t032,bn:00107267a,,1,,Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,,,,,,,
f002.s048.t035,اضافه شود,اضافه شد#اضافه شو,VERB,add,d002.s048.t030,bn:00082317v,,2,0,"Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",tokens combined from two rows and the redundant row was deleted after,bn:00030469n;bn:14090208n;bn:15230095n;bn:03271019n;bn:00102499a;bn:02322943n;bn:00032121n,"Extreme excess ;In grammar, genitive is the grammatical case that marks a noun as modifying another noun. ;Ezāfe, also written as izafet, izafe, izafat, izāfa, and izofa, is a grammatical particle found in some Iranian languages & Urdu that links two words together; in the Persian language it consists of the unstressed vowel -e- or -i- between the words it connects and often approximately corresponds in usage to the English preposition ""of "". ;Prior to 2000 in the United Kingdom a public servant, for example a local government officer, who had unlawfully spent public funds, or caused loss to a public authority through misconduct could be surcharged to recover public money. ;More than is needed, desired, or required ;In Afro-Asiatic languages, the first noun in a genitive phrase of a possessed noun followed by a possessor noun often takes on a special morphological form, which is termed the construct state. ;A quantity much larger than is needed",wn:00182406v; wn:01027174v; wn:02324478v; wn:00640828v; wn:00949288v; wn:02745172v,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of; state or say further; bestow a quality on; make an addition by combining numbers; determine the sum of; constitute an addition",,
f002.s048.t036,.,.,PUNCT,.,d002.s048.t034,,,,,,,,,,,,
f002.s049.t001,سپس,سپس,CCONJ,Then,d002.s049.t001,bn:00114281r,,1,,Subsequently or soon afterward (often used as sentence connectors),,,,,,,
f002.s049.t002,تمرکز,تمرکز,"NOUN,EZ",focus,d002.s049.t003,bn:00007023n,,1,,The faculty or power of mental concentration,,,,,,,
f002.s049.t003,شما,شما,PRON,your,d002.s049.t002,,,,,,,,,,,,
f002.s049.t004,به,به,ADP,to,d002.s049.t006,,,,,,,,,,,,
f002.s049.t005,کادر,کادر,"NOUN,EZ",box,d002.s049.t010,bn:00012528n,,1,,A rectangular drawing,,,,,,,
f002.s049.t006,متنی,متن,NOUN,an text,"d002.s049.t007, d002.s049.t009",bn:00076732n,,2,0,The main body of a written work (as distinct from illustrations or footnotes etc.),lemma updated,bn:00809244n,"In cryptography, plaintext, or cleartext, is un-encrypted information, as opposed to information encrypted for storage or transmission.",wn:06387980n; wn:07172557n; wn:06414372n; wn:06388579n,the words of something written; a passage from the Bible that is used as the subject of a sermon; a book prepared for use in schools or colleges; the main body of a written work (as distinct from illustrations or footnotes etc.),,
f002.s049.t007,ورودی,ورودی,NOUN,input,d002.s049.t008,bn:00046850n,,1,,A component of production; something that goes into the production of output,,,,,,,
f002.s049.t008,می‌رود,رفت#رو,VERB,go will,"d002.s049.t005, d002.s049.t004",bn:00088912v,,1,,"Change location; move, travel, or proceed, also metaphorically",,,,,,,
f002.s049.t009,که,که,SCONJ,where,d002.s049.t011,,,,,,,,,,,,
f002.s049.t010,در,در,ADP,,,,,,,,,,,,,,
f002.s049.t011,آن,آن,PRON,,,,,,,,,,,,,,
f002.s049.t012,می‌توانید,توانست#توان,VERB,you can,"d002.s049.t012, d002.s049.t013",,1,,,,,,,,,,
f002.s049.t013,تابع,تابع,"NOUN,EZ",function,d002.s049.t016,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s049.t014,خود,خود,PRON,your,d002.s049.t015,,,,,,,,,,,,
f002.s049.t015,را,را,ADP,,,,,,,,,,,,,,
f002.s049.t017,تایپ کنید,تایپ کرد#تایپ کن,VERB,type,d002.s049.t014,bn:00095295v,,1,,Write by means of a keyboard with types,,,,,,,
f002.s049.t018,.,.,PUNCT,.,d002.s049.t017,,,,,,,,,,,,
f002.s050.t001,اگر,اگر,SCONJ,If,d002.s050.t001,,,,,,,,,,,,
f002.s050.t002,می‌خواهید,خواست#خواه,VERB,want,d002.s050.t003,bn:00086682v,,1,,Feel or have a desire for; want strongly,,,,,,,
f002.s050.t003,از,از,ADP,,,,,,,,,,,,,,
f002.s050.t004,یک,یک,NUM,a,d002.s050.t006,,,,,,,,,,,,
f002.s050.t005,تابع,تابع,"NOUN,EZ",function,d002.s050.t009,bn:00036821n,1,,,,,bn:00036821n;bn:00074858n;bn:00074886n;bn:00096273a;bn:03505173n;bn:00101191a;bn:00096450a;bn:00100306a;bn:00036823n;bn:00111393a;bn:00111390a;bn:00036826n;bn:00074973n;bn:01272467n;bn:00062349n;bn:00035700n;bn:00019281n;bn:00001362n;bn:00075072n;bn:00011938n,"(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	;A British commissioned army officer below the rank of captain	;(music) the fourth note of the diatonic scale	;Following or accompanying as a consequence	;In mathematics, an amenable group is a locally compact topological group G carrying a kind of averaging operation on bounded functions that is invariant under translation by group elements.	;Addicted to a drug	;Sticking fast	;In regular succession without gaps	;The actions and activities assigned to or required or expected of a person or group	;Compliant and obedient to authority-G. B. Shaw	;Serving to connect a subordinate clause to a main clause	;A set sequence of steps, part of larger computer program	;A company that is completely controlled by another company	;In economics, a consumer's indirect utility function v 	;A submersible warship usually armed with torpedoes	;An assistant subject to the authority or control of another	;A native or naturalized member of a state or other political community	;Someone who believes and helps to spread the doctrine of another	;An assistant or subordinate bishop of a diocese	;A large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States",,,,
f002.s050.t006,معمولی,معمولی,"ADJ,EZ",typical,d002.s050.t007,bn:00112217a,,1,,Conforming to a type,,,,,,,
f002.s050.t007,f,f,NOUN,f(x),d002.s050.t008,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s050.t008,(,(,PUNCT,f(x),d002.s050.t008,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s050.t009,x,x,NOUN,f(x),d002.s050.t008,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s050.t010,),),PUNCT,f(x),d002.s050.t008,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s050.t012,استفاده کنید,استفاده کرد#استفاده کن,VERB,use,d002.s050.t005,bn:00082705v,,2,0,Put into service; make work or employ for a particular purpose or for its inherent or natural purpose,tokens combined from two rows and the redundant row was deleted after,bn:00005092n;bn:00079404n;bn:00030627n;bn:00030917n;bn:00079366n,The act of bringing something to bear; using it for a particular purpose ;The state of having been made use of ;The act of using ;(law) the exercise of the legal right to enjoy the benefits of owning property ;The customary manner in which a language (or a form of a language) is spoken or written,wn:01158872v; wn:01165043v; wn:01158572v; wn:02600490v; wn:02561332v; wn:02370131v,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose; take or consume (regularly or habitually); use up, consume fully; seek or achieve an end by using to one's advantage; avail oneself to; habitually do something (use only in the past tense)",,
f002.s050.t013,،,،,PUNCT,it,d002.s050.t010,,,,,,,,,,,,
f002.s050.t014,لازم,لازم,ADJ,necessary,d002.s050.t013,bn:00107182a,,1,,Absolutely essential,,,,,,,
f002.s050.t015,نیست,نیست,VERB,not,d002.s050.t012,bn:00116360r,,1,,Negation of a word or group of words,,,,,,,
f002.s050.t016,آن,آن,PRON,it,d002.s050.t016,,,,,,,,,,,,
f002.s050.t017,را,را,ADP,,,,,,,,,,,,,,
f002.s050.t018,مشخص,مشخص,ADJ,specify,d002.s050.t015,bn:00086468v,,1,,Decide upon or fix definitely,,,,,,,
f002.s050.t019,کنید,کرد#کن,VERB,specify,d002.s050.t015,bn:00086468v,,1,,Decide upon or fix definitely,,,,,,,
f002.s050.t020,.,.,PUNCT,.,d002.s050.t017,,,,,,,,,,,,
f002.s051.t001,اگر,اگر,SCONJ,If,d002.s051.t001,,,,,,,,,,,,
f002.s051.t002,تابع,تابع,NOUN,function,d002.s051.t006,bn:00036821n,,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),,,,,,,
f002.s051.t003,را,را,ADP,the,d002.s051.t005,,,,,,,,,,,,
f002.s051.t004,وارد,وارد,NOUN,entered,d002.s051.t004,bn:00087679v,,1,,Make a record of; set down in permanent form,,,,,,,
f002.s051.t005,کرده‌اید,کرد#کن,VERB,entered you,"d002.s051.t004, d002.s051.t002",bn:00087679v,,1,,Make a record of; set down in permanent form,,,,,,,
