Token ID	Token	Lemma	POS	Bengali Token	Bengali Lemma	POS BEN	BN Synset	Correct? 	Synonyms?	BN Gloss	Token ID BEN	Annotator notes	English Lemma - WN Glosses	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses
d002.s029.t010	operate	operate	V	কাজ	কাজ	NC	bn:00085744v	1	1	Handle and cause to function	d002.s029.t027					
d002.s029.t011	with		X	সাথে	সাথে	NC	n/a			n/a	d002.s029.t026					
d002.s029.t012	functions	function	N	ফাংশনের	ফাংশনের	NC	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	d002.s029.t025					
d002.s029.t013	like		X	মত	মত	CX	n/a			n/a	d002.s029.t024					
d002.s029.t014	cos()	cos	N	কোস	কোস	NP	bn:00022956n	1	1	Ratio of the adjacent side to the hypotenuse of a right-angled triangle	d002.s029.t007					
d002.s029.t015	,		X	(	(	RDS	n/a			n/a	d002.s029.t008					
d002.s029.t016	sin()	sin	N	পাপ	পাপ	NC	bn:00071709n	0	1	Ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle	d002.s029.t010	Synonym, but wrong sense	Estrangement from god; An act that is regarded by theologians as a transgression of God's will; Ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle; (Akkadian) god of the Moon; counterpart of Sumerian Nanna; The 21st letter of the Hebrew alphabet; Violent and excited activity	estrangement from god; an act that is regarded by theologians as a transgression of God's will; ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle; (Akkadian) god of the Moon; counterpart of Sumerian Nanna; the 21st letter of the Hebrew alphabet; violent and excited activity	bn:00071707n; bn:00071708n; bn:00071709n; bn:00071710n; bn:00071711n; bn:00043605n	Estrangement from god; An act that is regarded by theologians as a transgression of God's will; Ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle; (Akkadian) god of the Moon; counterpart of Sumerian Nanna; The 21st letter of the Hebrew alphabet; Violent and excited activity
d002.s029.t017	,		X	,+ত্রিকোণমিতিক	,+ত্রিকোণমিতিক	JJ	n/a			n/a	d002.s029.t009+d002.s029.t015					
d002.s029.t018	any		X	পাপ	পাপ	NC	n/a			n/a	d002.s029.t010					
d002.s029.t019	other	other	J	অন্য	অন্য	JJ	bn:00108011a	1	1	Not the same one or ones already mentioned or implied- the White Queen	d002.s029.t013					
d002.s029.t020	trigonometric	trigonometric	J	ত্রিকোণমিতিক	ত্রিকোণমিতিক	JJ	bn:00112111a	1	1	Of or relating to or according to the principles of trigonometry	d002.s029.t015					
d002.s029.t021	functions	function	N	ফাংশন	ফাংশন	NC	bn:00036821n	1	1	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	d002.s029.t016					
d002.s029.t022	,		X	,	,		n/a			n/a	d002.s029.t017					
d002.s029.t023	sum()	sum	N	যোগফল	যোগফল	NC	bn:00001296n	1	1	The arithmetic operation of summing; calculating the sum of two or more numbers	d002.s029.t018					
d002.s029.t024	or		X	অন্য	অন্য	JJ	n/a			n/a	d002.s029.t013					
d002.s029.t025	product()	product	N	ত্রিকোণমিতিক	ত্রিকোণমিতিক	JJ	bn:00053827n	1	1	A quantity obtained by multiplication	d002.s029.t015					
d002.s029.t026	.		X	এর+।	এর+।	PPR+PU	n/a			n/a	d002.s029.t023+d002.s029.t030					
d002.s030.t001	It		X	এটা	এটা	PPR	n/a			n/a	d002.s030.t001					
d002.s030.t002	does	do	V	ব্যাপার	ব্যাপার	NC	n/a			n/a	d002.s030.t004					
d002.s030.t003	not	not	R	না	না	CX	bn:00116360r	1	1	Negation of a word or group of words	d002.s030.t005					
d002.s030.t004	matter	matter	V	ব্যাপার	ব্যাপার	NC	bn:00085860v	1	1	Have weight; have import, carry weight	d002.s030.t004					
d002.s030.t005	what		X	n/a	n/a		n/a			n/a	n/a					
d002.s030.t006	kind	kind	N	ধরনের	ধরনের	NC	bn:00035907n	1	1	A category of things distinguished by some common characteristic or quality	d002.s030.t003					
d002.s030.t007	it		X	n/a	n/a		n/a			n/a	n/a					
d002.s030.t008	is	be	V	ব্যাপার	ব্যাপার	NC	n/a			n/a	d002.s030.t004					
d002.s030.t009	.		X	কি+।	কি+।	PWH+PU	n/a			n/a	d002.s030.t002+d002.s030.t006					
d002.s031.t001	We		X	আমরা	আমরা	PPR	n/a			n/a	d002.s031.t001					
d002.s031.t002	can		X	পারি	পারি	NC	n/a			n/a	d002.s031.t004					
d002.s031.t003	use	use	V	ব্যবহার	ব্যবহার	NC	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	d002.s031.t002					
d002.s031.t004	plus()	plus	N	প্লাস	প্লাস	NC	bn:00001296n	1	1	The arithmetic operation of summing; calculating the sum of two or more numbers	d002.s031.t005					
d002.s031.t005	,		X	,	,		n/a			n/a	d002.s031.t007					
d002.s031.t006	times()	times	N	সময়	সময়	NC	bn:00056300n	0	1	An arithmetic operation that is the inverse of division; the product of two numbers is computed	d002.s031.t008		A more or less definite period of time now or previously present; An arithmetic operation that is the inverse of division; the product of two numbers is computed; An instance or single occasion for some event; A period of time considered as a resource under your control and sufficient to accomplish something; An indefinite period (usually marked by specific attributes or activities); A suitable moment; The continuum of experience in which events pass from the future through the present to the past; A person's experience on a particular occasion; A reading of a point in time as given by a clock; The fourth coordinate that is required (along with three spatial dimensions) to specify a physical event; Rhythm as given by division into parts of equal duration; The period of time a prisoner is imprisoned	a more or less definite period of time now or previously present; an arithmetic operation that is the inverse of division; the product of two numbers is computed; an instance or single occasion for some event; a period of time considered as a resource under your control and sufficient to accomplish something; an indefinite period (usually marked by specific attributes or activities); a suitable moment; the continuum of experience in which events pass from the future through the present to the past; a person's experience on a particular occasion; a reading of a point in time as given by a clock; the fourth coordinate that is required (along with three spatial dimensions) to specify a physical event; rhythm as given by division into parts of equal duration; the period of time a prisoner is imprisoned	bn:00077311n; bn:00056300n; bn:00019848n; bn:00077267n; bn:00077268n; bn:00077269n; bn:00077270n; bn:00077271n; bn:00019893n; bn:00036116n; bn:00054612n; bn:00064472n	A more or less definite period of time now or previously present; An arithmetic operation that is the inverse of division; the product of two numbers is computed; An instance or single occasion for some event; A period of time considered as a resource under your control and sufficient to accomplish something; An indefinite period (usually marked by specific attributes or activities); A suitable moment; The continuum of experience in which events pass from the future through the present to the past; A person's experience on a particular occasion; A reading of a point in time as given by a clock; The fourth coordinate that is required (along with three spatial dimensions) to specify a physical event; Rhythm as given by division into parts of equal duration; The period of time a prisoner is imprisoned
d002.s031.t007	and		X	(	(	RDS	n/a			n/a	d002.s031.t009					
d002.s031.t008	everything	everything	N	)	)	RDS	n/a			n/a	d002.s031.t010					
d002.s031.t009	which		X	এবং	এবং	CCD	n/a			n/a	d002.s031.t011					
d002.s031.t010	has	have	V	আছে	আছে	VM	bn:00088078v	1	1	Have as a feature	d002.s031.t014					
d002.s031.t011	its		X	যার	যার	PRL	n/a			n/a	d002.s031.t012					
d002.s031.t012	operator	operator	N	অপারেটর	অপারেটর	NP	bn:00059141n	1	1	(mathematics) a symbol or function representing a mathematical operation	d002.s031.t013					
d002.s031.t013	.		X	অপারেটর+।	অপারেটর+।	NP+PU	n/a			n/a	d002.s031.t013+d002.s031.t017					
d002.s032.t001	kalgebra	kalgebra	N	ক্যালজেব্রার	ক্যালজেব্রার	NC	bn:08534138n	1	1	n/a	d002.s032.t001					
d002.s032.t002	s	be	V	ক্যালজেব্রার+কনসোল	ক্যালজেব্রার+কনসোল	NP+NP	n/a			n/a	d002.s032.t001+d002.s032.t002					
d002.s032.t003	console	console	V	কনসোল	কনসোল	PU	n/a			n/a	d002.s032.t002					
d002.s032.t004	is	be	V	হিসাবে	হিসাব	AMN	n/a			n/a	d002.s032.t004					
d002.s032.t005	useful	useful	J	কার্যকর	কার্যকর	NC	bn:00113455a	1	1	Being of use or service	d002.s032.t005					
d002.s032.t006	as		X	হিসাবে	হিসাব	AMN	n/a			n/a	d002.s032.t004					
d002.s032.t007	a		X	ক্যালকুলেটর	ক্যালকুলেটর	NP	n/a			n/a	d002.s032.t003					
d002.s032.t008	calculator	calculator	N	ক্যালকুলেটর	ক্যালকুলেটর	NP	bn:00946167n	1	1	n/a	d002.s032.t003					
d002.s032.t009	.		X	কনসোল+।	কনসোল+।	NP+PU	n/a			n/a	d002.s032.t002+d002.s032.t008					
d002.s033.t001	There	there	R	এখানে	এখান	ALC	bn:00114427r	1	1	In or at that place	d002.s033.t001					
d002.s033.t002	you		X	আপনি	আপনি	PPR	n/a			n/a	d002.s033.t002					
d002.s033.t003	have	have	V	পাবেন	পাবেন	VM	bn:00088078v	1	1	Have as a feature	d002.s033.t007					
d002.s033.t004	a		X	একটি	একটি	JQ	n/a			n/a	d002.s033.t005					
d002.s033.t005	list	list	N	তালিকা	তালিকা	PPR	bn:00051508n	1	1	A database containing an ordered array of items (names or topics)	d002.s033.t006					
d002.s033.t006	of		X	ঘোষিত	ঘোষিত	JJ	n/a			n/a	d002.s033.t003					
d002.s033.t007	the		X	চলকের	চলক	NP	n/a			n/a	d002.s033.t004					
d002.s033.t008	declared	declare	V	ঘোষিত+চলকের	ঘোষিত+চলকের	JJ+NC	n/a			n/a	d002.s033.t003+d002.s033.t004					
d002.s033.t009	variables	variable	N	ঘোষিত	ঘোষিত	JJ	bn:00079583n	1	0	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	d002.s033.t003	Same sense conveyed, but not direct synonyms				
d002.s033.t010	.		X	চলকের+।	চলকের+।	NP+PU	n/a			n/a	d002.s033.t004+d002.s033.t008					
d002.s034.t001	By		X	করে	করে	VM	n/a			n/a	d002.s034.t005					
d002.s034.t002	double	double	R	ডবল	ডবল	JJ	n/a			n/a	d002.s034.t003					
d002.s034.t003	clicking	click	V	ডবল+ক্লিক	ডবল+ক্লিক	JJ+JJ	n/a			n/a	d002.s034.t003+d002.s034.t004					
d002.s034.t004	on		X	উপর	উপর	NST	n/a			n/a	d002.s034.t002					
d002.s034.t005	them		X	তাদের	তাদের	PPR	n/a			n/a	d002.s034.t001					
d002.s034.t006	you		X	আপনি	আপনি	PPR	n/a			n/a	d002.s034.t006					
d002.s034.t007	will		X	দেখবেন	দেখব	VM	n/a			n/a	d002.s034.t009					
d002.s034.t008	see	see	V	দেখবেন	দেখব	VM	bn:00084662v	1	1	See or watch	d002.s034.t009					
d002.s034.t009	a		X	একটি	একটি	JQ	n/a			n/a	d002.s034.t007					
d002.s034.t010	dialog	dialog	N	ডায়ালগ	ডায়ালগ	NC	n/a			n/a	d002.s034.t008					
d002.s034.t011	that		X	যা	যা	PRL	n/a			n/a	d002.s034.t010					
d002.s034.t012	lets	let	V	সাহায্য+করবে	সাহায্য+করবে	NC+VM	bn:00082536v	0	0	Make it possible through a specific action or lack of action for something to happen	d002.s034.t016+d002.s034.t017	Similar idea conveyed by second word but not fully correct	Make it possible through a specific action or lack of action for something to happen; Actively cause something to happen; Consent to, give permission; Cause to move; cause to be in a certain position or condition; Leave unchanged; Grant use or occupation of under a term of contract	make it possible through a specific action or lack of action for something to happen; actively cause something to happen; consent to, give permission; cause to move; cause to be in a certain position or condition; leave unchanged; grant use or occupation of under a term of contract	bn:00082536v; bn:00090294v; bn:00082537v; bn:00088733v; bn:00090295v; bn:00090268v	Make it possible through a specific action or lack of action for something to happen; Actively cause something to happen; Consent to, give permission; Cause to move; cause to be in a certain position or condition; Leave unchanged; Grant use or occupation of under a term of contract
d002.s034.t013	you		X	আপনাকে	আপনাকে	PPR	n/a			n/a	d002.s034.t011					
d002.s034.t014	change	change	V	পরিবর্তন	পরিবর্তন	NC	bn:00082553v	1	1	Cause to change; make different; cause a transformation	d002.s034.t014					
d002.s034.t015	their		X	তাদের	তাদের	PPR	n/a			n/a	d002.s034.t012					
d002.s034.t016	values	value	N	মান	মান	NC	bn:00079508n	1	1	A numerical quantity measured or assigned or computed	d002.s034.t013					
d002.s034.t017	(		X	(	(	RDS	n/a			n/a	d002.s034.t018					
d002.s034.t018	just	just	R	শুধুমাত্র	শুধুমাত্র	AMN	bn:00114626r	1	1	And nothing more	d002.s034.t019					
d002.s034.t019	a		X	একটি	একটি	JQ	n/a			n/a	d002.s034.t022					
d002.s034.t020	way	way	N	উপায়	উপায়	NC	bn:00001965n	1	1	How a result is obtained or an end is achieved	d002.s034.t023					
d002.s034.t021	to		X	করতে	করতে	VM	n/a			n/a	d002.s034.t015					
d002.s034.t022	trick	trick	V	চালাবার	চালাবার	NV	bn:00088310v	0	0	Deceive somebody	d002.s034.t021	POS mismatch, wrong alignment	Deceive somebody	deceive somebody	bn:00088310v	Deceive somebody
d002.s034.t023	the		X	লগটি	লগটি	NC	n/a			n/a	d002.s034.t020					
